,"P13   Test report Date\Time 25.08.2021 12:13:35, GPS reference week number 2172",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
25,Heading          Pitch           Roll         Gyro_X         Gyro_Y         Gyro_Z          Acc_X          Acc_Y          Acc_Z         Magn_X         Magn_Y,Magn_Z,Temperature,Vdd,USW (L/H),Latitude,Longitude,Heave,V_East,V_North,V_Up,Lat_GNSS,Long_GNSS,Height_GNSS,Hor_spd,Trk_gnd,Ver_spd,ms_gps,GNSS_info_1,GNSS_info_2,#solnSVs,Latency_ms_pos,Latency_ms_vel,P_Bar,H_Bar,New_GPS
907,127.95          -1.70          -6.26        -1.5600        49.6000         8.7400       0.180250       0.062000       0.898750        -2620.0        16230.0,2300.0,45.2,9.97,00000000 00000000,32.8256908,34.9562139,0.0300000,-0.66,-0.77,0.00,32.8257081,34.9562301,24.5000000,1.14,48.06,0.33,293687060,00110000,11111100,19,10,60,100932,23.31,1
908,127.85          -1.72          -5.78         0.3200        46.4200        10.5400       0.179500       0.035000       0.908500        -2670.0        16220.0,2240.0,45.2,9.98,00000000 00000000,32.8256908,34.9562138,0.0300000,-0.66,-0.79,0.00,32.8257081,34.9562301,24.5000000,1.24,44.21,0.45,293687070,00110000,11111100,19,20,20,100932,23.31,2
909,127.75          -1.71          -5.33         3.3800        43.5000         9.6400       0.179750      -0.037500       0.944750        -2720.0        16220.0,2190.0,45.2,9.97,00000000 00000000,32.8256907,34.9562137,0.0300000,-0.66,-0.79,0.01,32.8257081,34.9562301,24.5000000,1.24,44.21,0.45,293687080,00110000,11111100,19,30,30,100932,23.31,0
910,127.66          -1.68          -4.91         5.0600        39.3600         8.2000       0.191000      -0.069250       0.944250        -2780.0        16210.0,2150.0,45.2,9.98,00000000 00000000,32.8256906,34.9562137,0.0300000,-0.67,-0.80,0.01,32.8257081,34.9562301,24.5000000,1.24,44.21,0.45,293687090,00110000,11111100,19,40,40,100932,23.31,0
911,127.57          -1.63          -4.54         5.9400        33.0800         7.9400       0.194750      -0.075000       0.941250        -2830.0        16200.0,2110.0,45.2,9.98,00000000 00000000,32.8256905,34.9562136,0.0300000,-0.68,-0.81,0.01,32.8257081,34.9562301,24.5000000,1.24,44.21,0.45,293687100,00110000,11111100,19,50,50,100932,23.31,0
912,127.49          -1.58          -4.24         4.6400        25.9000         8.4200       0.185500      -0.070250       0.924250        -2880.0        16190.0,2090.0,45.2,9.97,00000000 00000000,32.8256906,34.9562136,0.0300000,-0.69,-0.81,0.02,32.8257085,34.9562303,24.4600000,1.24,44.21,0.45,293687110,00110000,11111100,19,10,60,100932,23.40,1
913,127.40          -1.55          -4.02         2.6000        18.4800         9.0600       0.162000      -0.067250       0.909500        -2920.0        16180.0,2060.0,45.2,9.96,00000000 00000000,32.8256905,34.9562136,0.0300000,-0.70,-0.82,0.03,32.8257085,34.9562303,24.4600000,1.13,49.00,-0.10,293687120,00110000,11111100,19,20,20,100932,23.40,2
914,127.30          -1.54          -3.86        -0.7800        13.2600         9.0600       0.114000      -0.075750       0.883750        -2960.0        16160.0,2040.0,45.2,9.97,00000000 00000000,32.8256904,34.9562135,0.0300000,-0.71,-0.82,0.04,32.8257085,34.9562303,24.4600000,1.13,49.00,-0.10,293687130,00110000,11111100,19,30,30,100930,23.48,0
915,127.22          -1.58          -3.74        -5.7000        11.5800         7.3600       0.066250      -0.092250       0.854750        -2980.0        16150.0,2020.0,45.2,9.97,00000000 00000000,32.8256904,34.9562134,0.0300000,-0.72,-0.82,0.05,32.8257085,34.9562303,24.4600000,1.13,49.00,-0.10,293687140,00110000,11111100,19,40,40,100930,23.48,0
916,127.17          -1.67          -3.62       -11.7400        11.7800         5.0800       0.076750      -0.087250       0.828750        -3010.0        16140.0,2000.0,45.2,9.95,00000000 00000000,32.8256903,34.9562133,0.0300000,-0.72,-0.82,0.06,32.8257085,34.9562303,24.4600000,1.13,49.00,-0.10,293687150,00110000,11111100,19,50,50,100930,23.48,0
917,127.13          -1.81          -3.51       -16.5200         9.6600         4.6400       0.143250      -0.118000       0.839750        -3030.0        16140.0,2000.0,45.2,9.97,00000000 00000000,32.8256902,34.9562133,0.0300000,-0.73,-0.82,0.08,32.8257085,34.9562303,24.4600000,1.13,49.00,-0.10,293687160,00110000,11111100,19,60,60,100930,23.48,0
918,127.09          -2.01          -3.44       -21.3000         4.2200         6.3200       0.205000      -0.108000       0.848750        -3050.0        16150.0,1990.0,45.2,9.96,00000000 00000000,32.8256902,34.9562133,0.0300000,-0.75,-0.82,0.09,32.8257057,34.9562286,23.5700000,1.13,49.00,-0.10,293687170,00110000,11111100,18,20,70,100932,23.40,1
919,127.03          -2.23          -3.42       -23.0600        -1.6000         7.0600       0.212500      -0.121750       0.903250        -3070.0        16160.0,1980.0,45.2,9.97,00000000 00000000,32.8256902,34.9562132,0.0300000,-0.76,-0.83,0.10,32.8257057,34.9562286,23.5700000,1.38,42.96,0.09,293687180,00110000,11111100,18,30,30,100932,23.40,2
920,126.98          -2.48          -3.46       -25.8800        -5.6400         5.7400       0.217000      -0.109500       0.924000        -3080.0        16170.0,1960.0,45.2,9.96,00000000 00000000,32.8256901,34.9562132,0.0300000,-0.78,-0.84,0.11,32.8257057,34.9562286,23.5700000,1.38,42.96,0.09,293687190,00110000,11111100,18,40,40,100930,23.48,0
921,126.95          -2.75          -3.53       -26.8400        -8.5600         3.6800       0.222000      -0.056500       0.928000        -3090.0        16180.0,1940.0,45.2,9.96,00000000 00000000,32.8256900,34.9562131,0.0300000,-0.79,-0.85,0.11,32.8257057,34.9562286,23.5700000,1.38,42.96,0.09,293687200,00110000,11111100,18,50,50,100930,23.48,0
922,126.94          -3.02          -3.63       -26.6000       -11.1800         2.1000       0.226000      -0.030250       0.950000        -3100.0        16200.0,1940.0,45.2,9.97,00000000 00000000,32.8256899,34.9562130,0.0300000,-0.80,-0.86,0.12,32.8257057,34.9562286,23.5700000,1.38,42.96,0.09,293687210,00110000,11111100,18,60,60,100928,23.73,0
923,126.94          -3.28          -3.76       -24.4600       -14.5800         1.7600       0.220250       0.029000       0.961250        -3090.0        16220.0,1920.0,45.2,9.94,00000000 00000000,32.8256900,34.9562130,0.0300000,-0.80,-0.87,0.12,32.8257089,34.9562309,24.3100000,1.38,42.96,0.09,293687220,00110000,11111100,19,20,70,100928,23.73,1
924,126.94          -3.50          -3.92       -20.5800       -17.4800         1.2200       0.206250       0.052250       0.992000        -3090.0        16250.0,1910.0,45.2,9.96,00000000 00000000,32.8256899,34.9562129,0.0300000,-0.80,-0.89,0.12,32.8257089,34.9562309,24.3100000,1.06,49.04,-0.48,293687230,00110000,11111100,19,30,30,100928,23.65,2
925,126.94          -3.69          -4.10       -16.4600       -19.0400        -0.0200       0.188250       0.056750       1.016000        -3080.0        16270.0,1900.0,45.2,9.97,00000000 00000000,32.8256898,34.9562129,0.0300000,-0.80,-0.91,0.12,32.8257089,34.9562309,24.3100000,1.06,49.04,-0.48,293687240,00110000,11111100,19,40,40,100928,23.65,0
926,126.97          -3.83          -4.29       -11.9200       -18.3400        -3.0400       0.170500       0.049000       1.029500        -3060.0        16280.0,1900.0,45.2,9.98,00000000 00000000,32.8256898,34.9562128,0.0300000,-0.80,-0.92,0.12,32.8257089,34.9562309,24.3100000,1.06,49.04,-0.48,293687250,00110000,11111100,19,50,50,100930,23.56,0
927,127.03          -3.92          -4.47        -7.5000       -16.1600        -7.4800       0.169750       0.015000       1.040500        -3050.0        16300.0,1900.0,45.2,9.96,00000000 00000000,32.8256898,34.9562128,0.0300000,-0.79,-0.94,0.12,32.8257092,34.9562313,24.2900000,1.06,49.04,-0.48,293687260,00110000,11111100,19,10,60,100930,23.56,1
928,127.13          -3.97          -4.63        -3.8600       -14.9000       -11.4000       0.183500       0.011000       1.045500        -3030.0        16310.0,1910.0,45.2,9.97,00000000 00000000,32.8256897,34.9562128,0.0300000,-0.79,-0.95,0.11,32.8257092,34.9562313,24.2900000,1.03,49.32,-0.39,293687270,00110000,11111100,19,20,20,100930,23.48,2
929,127.25          -3.98          -4.79        -0.3600       -15.0600       -13.6800       0.191500      -0.011500       1.042000        -3000.0        16330.0,1920.0,45.2,9.95,00000000 00000000,32.8256896,34.9562127,0.0300000,-0.79,-0.96,0.11,32.8257092,34.9562313,24.2900000,1.03,49.32,-0.39,293687280,00110000,11111100,19,30,30,100930,23.48,0
930,127.39          -3.96          -4.95         2.4600       -16.2800       -13.9400       0.168000      -0.045500       1.029750        -2980.0        16340.0,1930.0,45.3,9.93,00000000 00000000,32.8256895,34.9562126,0.0300000,-0.79,-0.97,0.10,32.8257092,34.9562313,24.2900000,1.03,49.32,-0.39,293687290,00110000,11111100,19,40,40,100930,23.48,0
931,127.52          -3.91          -5.14         4.9200       -18.8200       -11.4000       0.150750      -0.042500       1.000250        -2960.0        16350.0,1950.0,45.3,9.91,00000000 00000000,32.8256895,34.9562125,0.0300000,-0.80,-0.98,0.10,32.8257092,34.9562313,24.2900000,1.03,49.32,-0.39,293687300,00110000,11111100,19,50,50,100930,23.48,0
932,127.60          -3.84          -5.35         6.8200       -21.8400        -6.7200       0.134750      -0.030500       0.985500        -2950.0        16370.0,2000.0,45.3,9.94,00000000 00000000,32.8256895,34.9562126,0.0300000,-0.80,-0.98,0.10,32.8257097,34.9562318,24.3000000,1.03,49.32,-0.39,293687310,00110000,11111100,19,10,60,100930,23.48,1
933,127.64          -3.76          -5.58         8.5400       -23.3400        -2.7400       0.134500      -0.008750       0.999250        -2930.0        16370.0,2040.0,45.3,9.93,00000000 00000000,32.8256894,34.9562125,0.0300000,-0.79,-0.99,0.10,32.8257097,34.9562318,24.3000000,1.21,42.77,-0.01,293687320,00110000,11111100,19,20,20,100930,23.48,2
934,127.65          -3.66          -5.81        11.5800       -22.0200        -1.5000       0.148250       0.014250       1.038500        -2900.0        16370.0,2070.0,45.3,9.96,00000000 00000000,32.8256893,34.9562124,0.0300000,-0.79,-0.99,0.10,32.8257097,34.9562318,24.3000000,1.21,42.77,-0.01,293687330,00110000,11111100,19,30,30,100930,23.48,0
935,127.66          -3.52          -6.02        16.5000       -20.7400        -2.1000       0.182000      -0.017500       1.096500        -2880.0        16370.0,2090.0,45.3,9.96,00000000 00000000,32.8256892,34.9562123,0.0300000,-0.79,-1.00,0.09,32.8257097,34.9562318,24.3000000,1.21,42.77,-0.01,293687340,00110000,11111100,19,40,40,100930,23.48,0
936,127.64          -3.32          -6.24        22.7000       -25.7600         1.0800       0.209500      -0.048750       1.116750        -2840.0        16340.0,2100.0,45.3,9.93,00000000 00000000,32.8256891,34.9562122,0.0300000,-0.79,-1.01,0.08,32.8257097,34.9562318,24.3000000,1.21,42.77,-0.01,293687350,00110000,11111100,19,50,50,100932,23.31,0
937,127.56          -3.08          -6.56        27.2800       -38.1000        11.2600       0.168000      -0.068000       1.099000        -2820.0        16330.0,2150.0,45.3,9.98,00000000 00000000,32.8256892,34.9562123,0.0300000,-0.79,-1.01,0.06,32.8257098,34.9562321,24.1800000,1.21,42.77,-0.01,293687360,00110000,11111100,19,10,60,100932,23.31,1
938,127.35          -2.81          -6.99        29.6400       -51.0800        25.0600       0.081750      -0.054500       1.066500        -2790.0        16290.0,2190.0,45.3,9.96,00000000 00000000,32.8256891,34.9562122,0.0300000,-0.79,-1.01,0.06,32.8257098,34.9562321,24.1800000,1.22,46.84,-0.31,293687370,00110000,11111100,19,20,20,100932,23.40,2
939,127.01          -2.56          -7.52        28.0000       -54.4200        33.2600      -0.041500      -0.068750       1.083500        -2760.0        16240.0,2220.0,45.3,9.95,00000000 00000000,32.8256890,34.9562121,0.0300000,-0.79,-1.00,0.05,32.8257098,34.9562321,24.1800000,1.22,46.84,-0.31,293687380,00110000,11111100,19,30,30,100932,23.40,0
940,126.65          -2.35          -8.00        24.7400       -41.7400        29.7000      -0.148500      -0.051250       1.108500        -2720.0        16190.0,2270.0,45.3,9.97,00000000 00000000,32.8256889,34.9562120,0.0300000,-0.77,-0.98,0.04,32.8257098,34.9562321,24.1800000,1.22,46.84,-0.31,293687390,00110000,11111100,19,40,40,100932,23.40,0
941,126.39          -2.15          -8.29        21.0600       -18.8600        17.2000      -0.158250      -0.034750       1.141500        -2700.0        16140.0,2330.0,45.3,9.96,00000000 00000000,32.8256888,34.9562120,0.0300000,-0.76,-0.96,0.03,32.8257098,34.9562321,24.1800000,1.22,46.84,-0.31,293687400,00110000,11111100,19,50,50,100932,23.40,0
942,126.25          -1.97          -8.36        18.2000         3.5000         4.2000      -0.106000       0.009750       1.154500        -2700.0        16090.0,2380.0,45.3,9.96,00000000 00000000,32.8256887,34.9562119,0.0300000,-0.74,-0.94,0.02,32.8257098,34.9562321,24.1800000,1.22,46.84,-0.31,293687410,00110000,11111100,19,60,60,100930,23.48,0
943,126.23          -1.81          -8.24        15.0000        17.7200        -3.2800      -0.032250       0.023250       1.158500        -2690.0        16060.0,2420.0,45.3,9.98,00000000 00000000,32.8256888,34.9562119,0.0300000,-0.72,-0.92,0.01,32.8257121,34.9562321,24.0400000,1.22,46.84,-0.31,293687420,00110000,11111100,18,20,70,100930,23.48,1
944,126.24          -1.67          -8.05        11.8400        20.5200        -2.1400       0.021000       0.011500       1.150000        -2690.0        16020.0,2430.0,45.3,9.94,00000000 00000000,32.8256887,34.9562119,0.0300000,-0.70,-0.91,0.00,32.8257121,34.9562321,24.0400000,1.31,50.01,0.10,293687430,00110000,11111100,18,30,30,100930,23.48,2
945,126.22          -1.58          -7.86         7.6800        16.4800         4.1000       0.043500      -0.007250       1.142250        -2710.0        16000.0,2450.0,45.3,9.96,00000000 00000000,32.8256887,34.9562118,0.0300000,-0.69,-0.90,0.01,32.8257121,34.9562321,24.0400000,1.31,50.01,0.10,293687440,00110000,11111100,18,40,40,100930,23.48,0
946,126.14          -1.53          -7.71         4.3400        11.7800         9.8400       0.029500      -0.050750       1.162500        -2720.0        15990.0,2450.0,45.3,9.98,00000000 00000000,32.8256886,34.9562117,0.0300000,-0.68,-0.89,0.03,32.8257121,34.9562321,24.0400000,1.31,50.01,0.10,293687450,00110000,11111100,18,50,50,100930,23.48,0
947,126.03          -1.51          -7.61         1.6000        10.3000        11.2600       0.009500      -0.055750       1.169000        -2740.0        15970.0,2450.0,45.3,9.97,00000000 00000000,32.8256886,34.9562118,0.0300000,-0.68,-0.88,0.04,32.8257126,34.9562326,24.0400000,1.31,50.01,0.10,293687460,00110000,11111100,18,10,60,100930,23.48,1
948,125.93          -1.52          -7.49         0.2800        12.6800         8.6200       0.009500      -0.048750       1.156250        -2750.0        15960.0,2450.0,45.3,9.96,00000000 00000000,32.8256886,34.9562118,0.0300000,-0.67,-0.86,0.06,32.8257126,34.9562326,24.0400000,1.36,45.55,0.13,293687470,00110000,11111100,18,20,20,100930,23.56,2
949,125.86          -1.53          -7.35        -0.7200        15.4400         5.7600       0.029250      -0.019750       1.127250        -2770.0        15940.0,2440.0,45.3,9.98,00000000 00000000,32.8256885,34.9562117,0.0300000,-0.66,-0.85,0.07,32.8257126,34.9562326,24.0400000,1.36,45.55,0.13,293687480,00110000,11111100,18,30,30,100930,23.56,0
950,125.81          -1.55          -7.18        -1.3600        17.3000         4.4000       0.045750       0.018750       1.100500        -2790.0        15940.0,2430.0,45.3,9.97,00000000 00000000,32.8256884,34.9562116,0.0300000,-0.65,-0.85,0.08,32.8257126,34.9562326,24.0400000,1.36,45.55,0.13,293687490,00110000,11111100,18,40,40,100930,23.48,0
951,125.77          -1.57          -7.00        -1.6000        18.7600         4.0000       0.049250       0.024500       1.085250        -2810.0        15930.0,2420.0,45.3,9.93,00000000 00000000,32.8256884,34.9562115,0.0300000,-0.65,-0.84,0.09,32.8257126,34.9562326,24.0400000,1.36,45.55,0.13,293687500,00110000,11111100,18,50,50,100930,23.48,0
952,125.74          -1.59          -6.80        -1.6600        22.5000         2.2200       0.043250       0.013750       1.071250        -2840.0        15940.0,2420.0,45.3,9.94,00000000 00000000,32.8256884,34.9562116,0.0300000,-0.63,-0.84,0.10,32.8257131,34.9562330,24.0200000,1.36,45.55,0.13,293687510,00110000,11111100,18,10,60,100930,23.48,1
953,125.73          -1.60          -6.54        -1.1400        28.8200        -0.8200       0.039000      -0.019250       1.035000        -2870.0        15950.0,2420.0,45.3,9.97,00000000 00000000,32.8256884,34.9562116,0.0300000,-0.63,-0.83,0.10,32.8257131,34.9562330,24.0200000,1.28,44.59,0.07,293687520,00110000,11111100,18,20,20,100930,23.48,2
954,125.76          -1.61          -6.21        -1.5000        37.0000        -4.3800       0.027000      -0.046250       0.975000        -2890.0        15950.0,2390.0,45.3,9.96,00000000 00000000,32.8256883,34.9562115,0.0300000,-0.62,-0.83,0.10,32.8257131,34.9562330,24.0200000,1.28,44.59,0.07,293687530,00110000,11111100,18,30,30,100930,23.48,0
955,125.82          -1.63          -5.80        -2.7000        45.4400        -6.4800       0.044000      -0.055500       0.915750        -2920.0        15940.0,2350.0,45.3,9.94,00000000 00000000,32.8256882,34.9562114,0.0300000,-0.62,-0.82,0.10,32.8257131,34.9562330,24.0200000,1.28,44.59,0.07,293687540,00110000,11111100,18,40,40,100930,23.48,0
956,125.89          -1.66          -5.31        -4.4600        52.6800        -7.3400       0.080750      -0.066500       0.871250        -2950.0        15950.0,2320.0,45.3,9.95,00000000 00000000,32.8256881,34.9562114,0.0300000,-0.62,-0.82,0.09,32.8257131,34.9562330,24.0200000,1.28,44.59,0.07,293687550,00110000,11111100,18,50,50,100928,23.65,0
957,125.97          -1.70          -4.76        -5.5600        56.6200        -6.2200       0.132750      -0.080500       0.842750        -3000.0        15970.0,2280.0,45.3,9.97,00000000 00000000,32.8256882,34.9562115,0.0300000,-0.63,-0.81,0.07,32.8257134,34.9562334,24.0300000,1.28,44.59,0.07,293687560,00110000,11111100,18,10,60,100928,23.65,1
958,126.02          -1.75          -4.20        -5.9600        55.5400        -2.8000       0.184750      -0.089750       0.825250        -3050.0        15980.0,2230.0,45.3,9.97,00000000 00000000,32.8256882,34.9562114,0.0300000,-0.64,-0.82,0.06,32.8257134,34.9562334,24.0300000,1.21,42.86,0.30,293687570,00110000,11111100,18,20,20,100928,23.65,2
959,126.02          -1.81          -3.67        -5.7000        50.1400         2.6200       0.225000      -0.099750       0.814250        -3100.0        15980.0,2170.0,45.3,9.97,00000000 00000000,32.8256881,34.9562113,0.0300000,-0.65,-0.82,0.04,32.8257134,34.9562334,24.0300000,1.21,42.86,0.30,293687580,00110000,11111100,18,30,30,100928,23.65,0
960,125.97          -1.87          -3.21        -5.6200        41.3000         9.3200       0.251500      -0.120250       0.804250        -3150.0        16000.0,2120.0,45.3,9.95,00000000 00000000,32.8256880,34.9562113,0.0300000,-0.67,-0.84,0.03,32.8257134,34.9562334,24.0300000,1.21,42.86,0.30,293687590,00110000,11111100,18,40,40,100928,23.73,0
961,125.85          -1.94          -2.84        -6.3600        31.7200        15.2200       0.230500      -0.119000       0.787250        -3200.0        16000.0,2060.0,45.3,9.94,00000000 00000000,32.8256879,34.9562112,0.0300000,-0.69,-0.85,0.01,32.8257134,34.9562334,24.0300000,1.21,42.86,0.30,293687600,00110000,11111100,18,50,50,100928,23.73,0
962,125.68          -2.01          -2.56        -7.5800        24.1000        18.2600       0.205250      -0.097000       0.782750        -3250.0        16010.0,2020.0,45.3,9.97,00000000 00000000,32.8256880,34.9562113,0.0300000,-0.70,-0.85,0.00,32.8257139,34.9562338,24.0400000,1.21,42.86,0.30,293687610,00110000,11111100,18,10,60,100928,23.73,1
963,125.49          -2.10          -2.34        -8.7200        17.5400        19.2600       0.185250      -0.056750       0.784750        -3290.0        16010.0,1980.0,45.3,9.97,00000000 00000000,32.8256880,34.9562112,0.0300000,-0.72,-0.86,0.02,32.8257139,34.9562338,24.0400000,1.22,40.59,0.24,293687620,00110000,11111100,18,20,20,100928,23.73,2
964,125.31          -2.20          -2.19        -9.2000        11.6200        18.3400       0.172750      -0.033250       0.797750        -3330.0        16000.0,1940.0,45.3,9.98,00000000 00000000,32.8256879,34.9562112,0.0300000,-0.72,-0.87,0.04,32.8257139,34.9562338,24.0400000,1.22,40.59,0.24,293687630,00110000,11111100,18,30,30,100928,23.73,0
965,125.14          -2.30          -2.10        -9.4400         6.4200        16.3200       0.155000      -0.004000       0.804500        -3360.0        15990.0,1910.0,45.3,9.94,00000000 00000000,32.8256878,34.9562111,0.0300000,-0.73,-0.89,0.06,32.8257139,34.9562338,24.0400000,1.22,40.59,0.24,293687640,00110000,11111100,18,40,40,100928,23.73,0
966,124.99          -2.40          -2.05        -9.5600         2.5800        12.6800       0.138000      -0.002750       0.822000        -3380.0        15990.0,1890.0,45.3,9.96,00000000 00000000,32.8256877,34.9562110,0.0300000,-0.73,-0.90,0.08,32.8257139,34.9562338,24.0400000,1.22,40.59,0.24,293687650,00110000,11111100,18,50,50,100930,23.48,0
967,124.89          -2.50          -2.04        -9.7800        -1.3200         8.5600       0.154750       0.011250       0.843500        -3400.0        15990.0,1880.0,45.3,9.97,00000000 00000000,32.8256878,34.9562111,0.0300000,-0.74,-0.91,0.09,32.8257142,34.9562344,24.0400000,1.22,40.59,0.24,293687660,00110000,11111100,18,10,60,100930,23.48,1
968,124.83          -2.60          -2.07        -9.3600        -6.9800         5.5200       0.173000       0.000250       0.861250        -3410.0        15990.0,1870.0,45.3,9.97,00000000 00000000,32.8256877,34.9562110,0.0300000,-0.74,-0.92,0.11,32.8257142,34.9562344,24.0400000,1.25,46.65,0.21,293687670,00110000,11111100,18,20,20,100930,23.48,2
969,124.78          -2.70          -2.18       -10.1400       -14.9200         4.0000       0.162750      -0.011000       0.879000        -3420.0        15990.0,1860.0,45.3,9.94,00000000 00000000,32.8256877,34.9562109,0.0300000,-0.74,-0.93,0.12,32.8257142,34.9562344,24.0400000,1.25,46.65,0.21,293687680,00110000,11111100,18,30,30,100930,23.48,0
970,124.75          -2.80          -2.37       -10.1200       -22.9800         2.8400       0.146500      -0.001750       0.908500        -3410.0        16000.0,1870.0,45.3,9.98,00000000 00000000,32.8256876,34.9562109,0.0300000,-0.75,-0.94,0.13,32.8257142,34.9562344,24.0400000,1.25,46.65,0.21,293687690,00110000,11111100,18,40,40,100930,23.56,0
971,124.73          -2.90          -2.63        -9.9200       -30.2000         1.3400       0.143000      -0.000750       0.931250        -3410.0        16010.0,1870.0,45.3,9.94,00000000 00000000,32.8256875,34.9562108,0.0300000,-0.75,-0.95,0.14,32.8257142,34.9562344,24.0400000,1.25,46.65,0.21,293687700,00110000,11111100,18,50,50,100930,23.56,0
972,124.74          -3.00          -2.96        -8.8200       -34.0600        -2.4800       0.120500       0.012750       0.949250        -3390.0        16020.0,1890.0,45.3,9.95,00000000 00000000,32.8256876,34.9562109,0.0300000,-0.75,-0.96,0.14,32.8257145,34.9562348,23.9800000,1.25,46.65,0.21,293687710,00110000,11111100,18,10,60,100928,23.65,1
973,124.81          -3.08          -3.30        -7.8200       -32.8200        -9.2600       0.124250       0.004500       0.962750        -3370.0        16040.0,1920.0,45.3,9.95,00000000 00000000,32.8256875,34.9562108,0.0300000,-0.75,-0.97,0.15,32.8257145,34.9562348,23.9800000,1.12,51.50,-0.43,293687720,00110000,11111100,18,20,20,100928,23.65,2
974,124.94          -3.14          -3.62        -6.9600       -30.3600       -15.4000       0.162500       0.011750       0.965500        -3340.0        16060.0,1950.0,45.3,9.95,00000000 00000000,32.8256874,34.9562107,0.0300000,-0.75,-0.98,0.15,32.8257145,34.9562348,23.9800000,1.12,51.50,-0.43,293687730,00110000,11111100,18,30,30,100928,23.65,0
975,125.11          -3.20          -3.93        -5.9600       -29.9400       -18.4200       0.177750      -0.006750       0.977750        -3310.0        16070.0,1980.0,45.3,9.98,00000000 00000000,32.8256873,34.9562107,0.0300000,-0.75,-0.99,0.15,32.8257145,34.9562348,23.9800000,1.12,51.50,-0.43,293687740,00110000,11111100,18,40,40,100928,23.65,0
976,125.30          -3.24          -4.25        -5.4400       -32.5400       -18.0200       0.194250      -0.016750       0.982000        -3260.0        16090.0,2000.0,45.3,9.93,00000000 00000000,32.8256872,34.9562106,0.0300000,-0.75,-1.00,0.15,32.8257145,34.9562348,23.9800000,1.12,51.50,-0.43,293687750,00110000,11111100,18,50,50,100930,23.48,0
977,125.47          -3.28          -4.61        -4.2600       -37.4200       -15.4800       0.183250      -0.040500       0.988000        -3220.0        16110.0,2020.0,45.3,9.96,00000000 00000000,32.8256873,34.9562107,0.0300000,-0.75,-1.01,0.15,32.8257149,34.9562351,23.9800000,1.12,51.50,-0.43,293687760,00110000,11111100,18,10,60,100930,23.48,1
978,125.62          -3.30          -5.02        -3.1400       -41.3800       -13.1200       0.155500      -0.071750       0.994000        -3160.0        16120.0,2040.0,45.3,9.98,00000000 00000000,32.8256873,34.9562106,0.0300000,-0.76,-1.02,0.15,32.8257149,34.9562351,23.9800000,1.32,41.62,0.24,293687770,00110000,11111100,18,20,20,100930,23.56,2
979,125.75          -3.31          -5.45        -1.6200       -42.7000       -13.0000       0.140000      -0.079000       1.002750        -3110.0        16130.0,2060.0,45.2,9.91,00000000 00000000,32.8256872,34.9562105,0.0300000,-0.76,-1.02,0.15,32.8257149,34.9562351,23.9800000,1.32,41.62,0.24,293687780,00110000,11111100,18,30,30,100930,23.56,0
980,125.89          -3.31          -5.87        -0.9800       -40.2000       -15.1800       0.115250      -0.067500       1.009250        -3050.0        16140.0,2100.0,45.2,9.97,00000000 00000000,32.8256871,34.9562104,0.0300000,-0.77,-1.02,0.15,32.8257149,34.9562351,23.9800000,1.32,41.62,0.24,293687790,00110000,11111100,18,40,40,100930,23.48,0
981,126.06          -3.30          -6.26        -1.0600       -34.5800       -19.0400       0.108500      -0.052750       0.993250        -3000.0        16160.0,2130.0,45.2,9.97,00000000 00000000,32.8256870,34.9562104,0.0300000,-0.77,-1.03,0.15,32.8257149,34.9562351,23.9800000,1.32,41.62,0.24,293687800,00110000,11111100,18,50,50,100930,23.48,0
982,126.27          -3.29          -6.59        -2.2000       -28.4400       -22.5000       0.116500      -0.042000       0.990500        -2950.0        16170.0,2160.0,45.2,9.96,00000000 00000000,32.8256871,34.9562105,0.0300000,-0.76,-1.02,0.15,32.8257153,34.9562356,23.9900000,1.32,41.62,0.24,293687810,00110000,11111100,18,10,60,100930,23.48,1
983,126.51          -3.29          -6.86        -2.8000       -23.7600       -25.0600       0.131500      -0.022000       1.000250        -2890.0        16180.0,2190.0,45.2,9.98,00000000 00000000,32.8256870,34.9562104,0.0300000,-0.76,-1.02,0.15,32.8257153,34.9562356,23.9900000,1.33,42.47,0.18,293687820,00110000,11111100,18,20,20,100930,23.48,2
984,126.77          -3.29          -7.10        -2.4400       -21.2000       -26.7600       0.121500      -0.026500       1.021000        -2840.0        16200.0,2210.0,45.2,9.97,00000000 00000000,32.8256869,34.9562103,0.0300000,-0.76,-1.03,0.14,32.8257153,34.9562356,23.9900000,1.33,42.47,0.18,293687830,00110000,11111100,18,30,30,100930,23.48,0
985,127.05          -3.27          -7.31        -0.8400       -18.1600       -29.2800       0.093500      -0.047000       1.032750        -2800.0        16210.0,2230.0,45.2,9.98,00000000 00000000,32.8256868,34.9562102,0.0300000,-0.76,-1.03,0.14,32.8257153,34.9562356,23.9900000,1.33,42.47,0.18,293687840,00110000,11111100,18,40,40,100930,23.48,0
